name,source,lat,lon,tract_geoid,county_fips
Stream Chicago I,osm,42.00263,-87.951112,17031770500,17031
Turnkey Internet,osm,42.745445,-73.759201,36001013505,36001
Arcola Tech Park,osm,38.949268,-77.555626,51107611812,51107
QTS Manassas DC5,osm,38.754768,-77.517388,51153901409,51153
QTS Manassas DC1,osm,38.752543,-77.513108,51153901409,51153
Datacenter (386),osm,41.707134,-87.975956,17043845803,17043
Google: Arcola 2,osm,38.941812,-77.527451,51107611812,51107
Meta Data Center,osm,39.322628,-94.598075,29047021900,29047
PowerHouse ABX-1,osm,39.019599,-77.450457,51107611006,51107
QTS Manassas DC2,osm,38.753166,-77.510882,51153901409,51153
MARA Data Center,osm,32.341341,-97.731692,48221160212,48221
CYS41 Datacenter,osm,41.124403,-104.897015,56021001902,56021
CYS42 Datacenter,osm,41.125382,-104.908889,56021001902,56021
QTS Manassas DC1,osm,38.752545,-77.51246,51153901409,51153
Verizon Wireless,osm,36.282175,-86.797137,47037010201,47037
Argo Data Center,osm,33.777264,-100.868901,48125950300,48125
Switch: The Rock,osm,30.488019,-97.672526,48491020709,48491
Morgan Wireless,osm,39.630985,-78.22532,54065970800,54065
Ergonomic Group,osm,41.707078,-72.589864,09003520302,09003
UNM Data Center,osm,35.086739,-106.615348,35001001800,35001
Rad Web Hosting,osm,32.778447,-96.798496,48113003103,48113
Applied Digital,osm,46.974172,-96.87394,38017040800,38017
Hewlett-Packard,osm,34.082058,-84.267292,13121011640,13121
Westin Building,osm,47.614356,-122.338864,53033007202,53033
Cox Data Center,osm,34.036257,-84.319512,13121011421,13121
Level 3 Ashburn,osm,39.022182,-77.457609,51107611006,51107
NTT Data Quincy,osm,47.24358,-119.865748,53025010600,53025
KOMO Plaza East,osm,47.619233,-122.348287,53033007203,53033
KOMO Plaza West,osm,47.61896,-122.348526,53033007203,53033
QTS Data Center,osm,32.988913,-97.259274,48439113941,48439
Valero Wiserman,osm,29.474237,-98.680079,48029171912,48029
"Liquid Web, Inc",osm,42.70539,-84.666089,26045020303,26045
Strata Networks,osm,40.456595,-109.529017,49047968401,49047
CyrusOne Quincy,osm,47.243847,-119.869669,53025010600,53025
Oxford Networks,osm,43.895157,-69.923434,23005011100,23005
iGLASS Networks,osm,35.766751,-78.783987,37183053519,37183
PG&E Datacenter,osm,38.246238,-122.067184,06095252402,06095
Aligned Ashburn,osm,39.013608,-77.470556,51107611020,51107
Lumen Cleveland,osm,41.505066,-81.657776,39035108301,39035
Microsoft EAT02,osm,47.416868,-120.207688,53017950300,53017
xAI Macrohardrr,osm,34.993488,-90.03417,28033070421,28033
Microsoft IAD11,osm,38.948258,-77.555911,51107611812,51107
NTT Chicago CH1,osm,41.987962,-88.007222,17043840201,17043
Microsoft EAT03,osm,47.418324,-120.20771,53017950300,53017
Microsoft EAT04,osm,47.419638,-120.213813,53017950300,53017
Dynamics Mining,osm,37.362998,-87.547151,21107970302,21107
Windbreak Cable,osm,41.182601,-104.068498,56021002001,56021
NTT Chicago CH2,osm,41.989015,-88.007213,17043840201,17043
UPS Data Center,osm,34.103384,-84.21497,13117130603,13117
NTT Chicago CH3,osm,41.986941,-88.007985,17043840201,17043
NTT Chicago CH4,osm,41.989101,-88.004758,17043840201,17043
NYGC Chateaugay,osm,44.893006,-74.072881,36033952000,36033
Lumos Networks,osm,37.415688,-79.142706,51680000500,51680
Lumen Albany 4,osm,42.735631,-73.818665,36001013703,36001
CoreSite - LA2,osm,34.058479,-118.235914,06037206020,06037
LightEdge SAN1,osm,32.827894,-117.129927,06073008511,06073
RagingWire CA2,osm,38.6504,-121.491946,06067007019,06067
RagingWire CA1,osm,38.650432,-121.489187,06067007019,06067
H5 Minneapolis,osm,44.972195,-93.147473,27123030202,27123
Serverfarm CH1,osm,41.870944,-87.640141,17031841900,17031
RagingWire CA3,osm,38.644239,-121.498763,06067007019,06067
QTS Sacramento,osm,38.646376,-121.486269,06067007019,06067
IU Data Center,osm,39.174423,-86.500688,18105000802,18105
Digital Realty,osm,38.910116,-77.472592,51059490104,51059
H5 Data Center,osm,47.251587,-119.818805,53025010500,53025
Lumen Austin 3,osm,30.261396,-97.723597,48453000902,48453
Lumen Austin 1,osm,30.1965,-97.712402,48453002448,48453
AWS Building E,osm,39.005052,-77.485612,51107611020,51107
Prime DFW01-01,osm,32.837958,-96.878401,48113010003,48113
Lumen Dallas 6,osm,32.827998,-96.884379,48113010003,48113
H5 Data Center,osm,41.506355,-81.683589,39035107802,39035
CyrusOne Allen,osm,33.138521,-96.659952,48085031418,48085
Microsoft TRP2,osm,29.411987,-98.803995,48029172002,48029
Microsoft TRP1,osm,29.412012,-98.80273,48029172002,48029
Nüday Networks,osm,43.826949,-79.334479,,
Central Office,osm,42.833644,-88.733998,55127000400,55127
JPMorgan Chase,osm,39.989158,-105.020726,08014031403,08014
T5 Data Center,osm,34.075792,-84.264267,13121011652,13121
Amazon AWS PHL,osm,41.083991,-76.143375,42079216100,42079
Prime DFW01-01,osm,32.837814,-96.879846,48113010003,48113
Learning GIS!,osm,40.42179,-86.914155,18157005500,18157
Atlanta ATL13,osm,33.755519,-84.391481,13121011901,13121
505 Marquette,osm,35.088629,-106.652646,35001002100,35001
Colo RIve-Sud,osm,45.522956,-73.520165,,
Fiberhub LAS1,osm,36.065941,-115.139883,32003002847,32003
Alpha Federal,osm,38.353177,-81.696182,54039012800,54039
11:11 Systems,osm,43.598248,-79.750131,,
11:11 Systems,osm,43.603315,-79.735382,,
CyrusOne CIN2,osm,39.102694,-84.5179,39061000700,39061
IO Datacenter,osm,40.520817,-74.347223,34023001805,34023
Amazon IAD-55,osm,38.815021,-77.64868,51153901509,51153
CTI Biopharma,osm,47.617787,-122.356694,53033008004,53033
zColo by Zayo,osm,39.59134,-104.847065,08005006864,08005
CyrusOne PHX1,osm,33.270878,-111.881995,04013812200,04013
TGN Hillsboro,osm,45.546514,-122.893791,41067031617,41067
QES Computers,osm,37.699475,-121.9038,06001450743,06001
Pittock Block,osm,45.521544,-122.680704,41051010601,41051
CyrusOne NVA5,osm,39.024356,-77.4341,51107611018,51107
Amazon IAD-61,osm,38.915805,-77.491987,51107611804,51107
Stream DFW IV,osm,33.000144,-96.661647,48085032016,48085
Goldman Sachs,osm,40.570372,-74.67033,34035050704,34035
Amazon IAD120,osm,38.957917,-77.498058,51107611901,51107
Amazon IAD121,osm,38.956777,-77.497784,51107611901,51107
QTS Ashburn 1,osm,38.999528,-77.450111,51107611020,51107
Amazon IAD144,osm,38.981635,-77.427429,51107611702,51107
CyrusOne NVA8,osm,39.021179,-77.413244,51107611502,51107
Amazon IAD114,osm,39.035494,-77.450699,51107611018,51107
Amazon IAD115,osm,39.036294,-77.449795,51107611018,51107
Amazon IAD150,osm,38.916073,-77.477249,51107611804,51107
Amazon IAD145,osm,38.982552,-77.42463,51107611702,51107
Vital Records,osm,40.528072,-74.682816,34035053707,34035
CyrusOne PHX6,osm,33.26763,-111.882512,04013812200,04013
Amazon IAD118,osm,39.018509,-77.438836,51107611006,51107
Amazon IAD146,osm,38.996721,-77.435597,51107611020,51107
Amazon IAD140,osm,38.981455,-77.41755,51107611702,51107
Amazon IAD141,osm,38.982388,-77.416786,51107611702,51107
Amazon IAD119,osm,39.016931,-77.439389,51107611006,51107
Iron Mountain,osm,47.594616,-117.537148,53063013600,53063
Amazon IAD128,osm,39.01608,-77.438382,51107611006,51107
Amazon IAD125,osm,38.94809,-77.560545,51107611810,51107
Amazon IAD124,osm,38.949895,-77.560452,51107611810,51107
Amazon IAD163,osm,39.032305,-77.429702,51107611501,51107
Omnis Network,osm,33.394436,-111.952517,04013319705,04013
Amazon IAD175,osm,38.979868,-77.425476,51107611702,51107
Amazon IAD147,osm,38.99501,-77.43536,51107611020,51107
CyrusOne PHX7,osm,33.266374,-111.881894,04013812200,04013
CyrusOne PHX4,osm,33.268778,-111.882522,04013812200,04013
CyrusOne PHX5,osm,33.26975,-111.881584,04013812200,04013
CyrusOne NVA7,osm,39.026315,-77.434019,51107611018,51107
Amazon IAD174,osm,39.028914,-77.427478,51107611501,51107
Amazon IAD164,osm,39.030471,-77.428945,51107611501,51107
Amazon IAD152,osm,38.916572,-77.479733,51107611804,51107
Amazon IAD151,osm,38.916147,-77.478696,51107611804,51107
Amazon IAD122,osm,38.955871,-77.497186,51107611901,51107
Amazon IAD102,osm,38.735973,-77.504896,51153901303,51153
Amazon IAD101,osm,38.735438,-77.505701,51153901303,51153
Amazon IAD100,osm,38.734598,-77.506642,51153901303,51153
Amazon IAD601,osm,38.778859,-77.557116,51153901420,51153
Switch Edge 1,osm,36.059134,-115.213688,32003002979,32003
Amazon IAD601,osm,39.01526,-77.437776,51107611006,51107
Aligned IAD02,osm,39.010417,-77.475159,51107611020,51107
Compute North,osm,40.725927,-99.038336,31019969203,31019
Amazon IAD603,osm,38.981544,-77.419361,51107611702,51107
Amazon IAD130,osm,38.760361,-77.519302,51153901409,51153
Amazon IAD131,osm,38.761105,-77.518221,51153901409,51153
Amazon IAD192,osm,38.98956,-77.434802,51107611020,51107
T5 Chicago II,osm,42.023042,-87.975557,17031770400,17031
Amazon IAD103,osm,38.736985,-77.504088,51153901303,51153
CyrusOne PHX8,osm,33.266328,-111.883304,04013812200,04013
CyrusOne PHX3,osm,33.271916,-111.881627,04013812200,04013
CyrusOne PHX4,osm,33.271809,-111.883263,04013812200,04013
Amazon IAD214,osm,38.986532,-77.435177,51107611020,51107
Aligned IAD03,osm,38.988635,-77.440778,51107611020,51107
Involta-Akron,osm,41.057384,-81.521928,39153506800,39153
Databank LGA3,osm,41.039951,-73.989572,36087012800,36087
QTS NAL 2 DC1,osm,40.055736,-82.756501,39089755601,39089
QTS NAL 2 DC2,osm,40.053078,-82.756634,39089755601,39089
CyrusOne CHI3,osm,41.802861,-88.246752,17043846409,17043
CoreSite DC1,osm,38.902888,-77.029149,11001010100,11001
Google Fiber,osm,33.771568,-84.366859,13121001302,13121
Lumen McLean,osm,38.920854,-77.211571,51059471201,51059
TulsaConnect,osm,36.153294,-95.989193,40143002500,40143
TulsaConnect,osm,36.148452,-95.99082,40143002500,40143
CoreSite BO1,osm,42.376706,-71.079758,25017351500,25017
Csquare SFO1,osm,37.371471,-121.969683,06085505202,06085
Amazon IAD11,osm,38.790495,-77.54111,51153901418,51153
Amazon IAD24,osm,38.790346,-77.54001,51153901418,51153
Amazon IAD10,osm,39.021675,-77.432973,51107611018,51107
Amazon IAD32,osm,39.021569,-77.434794,51107611018,51107
Csquare SFO2,osm,37.397572,-121.980963,06085505010,06085
Csquare SFO2,osm,37.398638,-121.981156,06085505010,06085
CoreSite SV3,osm,37.375158,-121.971714,06085505202,06085
CoreSite SV6,osm,37.376302,-121.972084,06085505202,06085
CoreSite SV8,osm,37.377383,-121.97184,06085505202,06085
CoreSite SV5,osm,37.375196,-121.970689,06085505202,06085
CoreSite SV9,osm,37.375555,-121.969605,06085505202,06085
IBM Building,osm,42.649353,-73.752745,36001001100,36001
Cologix TOR4,osm,43.850741,-79.342653,,
Equinix SV15,osm,37.375495,-121.988406,06085508708,06085
Equinix SV16,osm,37.376124,-121.988672,06085508708,06085
Equinix SV17,osm,37.376531,-121.988583,06085508708,06085
CoreSite SV4,osm,37.376261,-121.970685,06085505202,06085
Csquare SFO4,osm,37.375799,-121.955184,06085505202,06085
Equinix DC97,osm,38.961573,-77.377418,51059480902,51059
Lumen McLean,osm,38.920021,-77.211619,51059471201,51059
Amazon IAD-9,osm,38.899724,-77.453444,51059490104,51059
Amazon IAD22,osm,38.897905,-77.455103,51059490104,51059
Amazon IAD-1,osm,38.897864,-77.454082,51059490104,51059
Csquare SFO3,osm,37.372054,-121.986041,06085505202,06085
CoreSite SV2,osm,37.405686,-121.91626,06085505006,06085
Amazon IAD76,osm,38.993794,-77.450509,51107611020,51107
Amazon IAD12,osm,38.988724,-77.447671,51107611020,51107
Equinix DC13,osm,39.012562,-77.475405,51107611020,51107
Vantage WA11,osm,47.250165,-119.81449,53025010500,53025
One Wilshire,osm,34.047888,-118.255541,06037207712,06037
Amazon IAD51,osm,38.991412,-77.436511,51107611020,51107
Amazon IAD16,osm,38.990686,-77.44884,51107611020,51107
Amazon IAD15,osm,38.991708,-77.448564,51107611020,51107
Amazon IAD14,osm,38.789885,-77.548229,51153901418,51153
Amazon IAD59,osm,38.792187,-77.548467,51153901418,51153
Amazon IAD52,osm,38.791119,-77.548386,51153901418,51153
Csquare SFO1,osm,37.37045,-121.969825,06085505202,06085
Amazon IAD78,osm,39.026368,-77.44952,51107611018,51107
Amazon IAD79,osm,39.026357,-77.45087,51107611018,51107
Amazon IAD87,osm,38.991808,-77.441172,51107611020,51107
Amazon IAD88,osm,38.990968,-77.441868,51107611020,51107
Amazon IAD73,osm,38.77798,-77.559099,51153901420,51153
Amazon IAD74,osm,38.777437,-77.557891,51153901420,51153
Amazon IAD63,osm,38.916885,-77.493251,51107611804,51107
Amazon IAD62,osm,38.949322,-77.519875,51107611812,51107
Amazon IAD71,osm,39.027906,-77.4575,51107611018,51107
Amazon IAD50,osm,39.029567,-77.459672,51107611018,51107
Amazon IAD60,osm,39.028774,-77.458246,51107611018,51107
Amazon IAD80,osm,39.027109,-77.452829,51107611018,51107
Equinix SV10,osm,37.241229,-121.784754,06085512032,06085
Amazon IAD68,osm,38.948687,-77.520952,51107611812,51107
Amazon IAD81,osm,38.948388,-77.52183,51107611812,51107
Vantage WA12,osm,47.25397,-119.813699,53025010500,53025
Amazon IAD58,osm,38.9863,-77.441885,51107611020,51107
Amazon IAD57,osm,38.986993,-77.442633,51107611020,51107
Amazon IAD64,osm,38.815132,-77.652919,51153901509,51153
Vantage VA11,osm,39.002379,-77.437688,51107611020,51107
Amazon IAD90,osm,38.988603,-77.411652,51107611702,51107
Amazon IAD91,osm,38.987847,-77.411119,51107611702,51107
Amazon IAD92,osm,38.986943,-77.410475,51107611702,51107
Amazon IAD98,osm,39.020225,-77.433886,51107611018,51107
Amazon IAD99,osm,39.019169,-77.43403,51107611018,51107
Amazon IAD65,osm,38.917011,-77.494366,51107611804,51107
Fort Rock DC,osm,44.047407,-121.32855,41017001402,41017
Amazon IAD84,osm,38.816103,-77.652499,51153901509,51153
ForceAmp.com,osm,41.703998,-91.587078,19103000306,19103
Google NBY-1,osm,40.061161,-82.764329,39089755601,39089
CloudHQ MCC1,osm,38.717062,-77.49994,51153901304,51153
Amazon IAD83,osm,38.947949,-77.523099,51107611812,51107
CloudHQ MCC2,osm,38.723192,-77.498971,51153901304,51153
CoreSite SV7,osm,37.376079,-121.973057,06085505202,06085
Amazon IAD86,osm,38.917256,-77.495674,51107611804,51107
Google NBY-2,osm,40.059618,-82.764465,39089755601,39089
Equinix DC14,osm,38.803379,-77.510546,51153901503,51153
Equinix SV11,osm,37.242615,-121.784022,06085512032,06085
CloudHQ MCC3,osm,38.715017,-77.49512,51153901304,51153
Vantage VA13,osm,39.003199,-77.439853,51107611020,51107
Google NBY-3,osm,40.057906,-82.765328,39089755601,39089
Google NBY-4,osm,40.059353,-82.771745,39049007211,39049
T5@Cleveland,osm,41.443057,-81.803445,39035124201,39035
Vantage WA13,osm,47.252481,-119.813639,53025010500,53025
Csquare SFO4,osm,37.375765,-121.95627,06085505202,06085
xAI Colossus,osm,35.05995,-90.156382,47157980300,47157
T5@Cleveland,osm,41.442622,-81.8023,39035124201,39035
CoreSite NY3,osm,40.784904,-74.065357,34017019900,34017
Google NBY-5,osm,40.056511,-82.772007,39049007211,39049
Google NBY-6,osm,40.053959,-82.767595,39049007211,39049
QTS NAL1 DC2,osm,40.063613,-82.758227,39089755601,39089
QTS NAL1 DC1,osm,40.065001,-82.758131,39089755601,39089
Google NBY-7,osm,40.053963,-82.764435,39089755601,39089
Percheron DC,osm,45.711318,-119.826235,41049970101,41049
Percheron DC,osm,45.711934,-119.824764,41049970101,41049
Percheron DC,osm,45.708272,-119.822273,41049970101,41049
Percheron DC,osm,45.709321,-119.821212,41049970101,41049
Equinix TR1,osm,43.644529,-79.384389,,
Rack & Data,osm,43.423052,-80.472772,,
123 Central,osm,35.084449,-106.648985,35001002100,35001
West Monroe,osm,41.880527,-87.635938,17031839100,17031
Equinix VA1,osm,49.260569,-123.01124,,
H5 Secaucus,osm,40.785395,-74.075012,34017019900,34017
Equinix SV1,osm,37.241597,-121.783328,06085512032,06085
Amazon IAD7,osm,38.791199,-77.538266,51153901418,51153
Equinix SV4,osm,37.414511,-122.014556,06085504602,06085
Equinix SV8,osm,37.445895,-122.160786,06085511302,06085
Equinix SV5,osm,37.242072,-121.781785,06085512032,06085
Equinix NY3,osm,40.774903,-74.068969,34017019900,34017
QTS Chicago,osm,41.84219,-87.668943,17031843200,17031
CenturyLink,osm,36.14372,-115.083385,32003001608,32003
Ascent TOR1,osm,43.427496,-80.371994,,
VentureData,osm,43.825229,-111.78207,16065950200,16065
Equinix TR2,osm,43.650928,-79.361767,,
Equinix OT1,osm,45.57467,-75.398413,,
Equinix DC7,osm,38.909139,-77.220557,51059460503,51059
Data Center,osm,45.526684,-122.875505,41067031626,41067
Cisco Allen,osm,33.135962,-96.660992,48085031418,48085
Equinix SV6,osm,37.399626,-122.014558,06085504807,06085
Equinix CU2,osm,38.454844,-77.978132,51047930400,51047
AT&T Center,osm,32.747654,-117.158954,06073000302,06073
CenturyLink,osm,33.765139,-84.383739,13121001802,13121
Thin-nology,osm,30.421141,-97.591603,48453044800,48453
Equinix TR6,osm,43.74384,-79.716656,,
Equinix TR7,osm,43.744941,-79.717826,,
CloudHQ LC1,osm,39.010247,-77.462671,51107611020,51107
CloudHQ LC2,osm,39.011755,-77.462459,51107611020,51107
1623 Farnam,osm,41.257291,-95.937849,31055001800,31055
SimpleHelix,osm,34.745431,-86.691883,01089001403,01089
CenturyLink,osm,44.938075,-123.033722,41047000200,41047
CenturyLink,osm,36.182998,-115.06267,32003000513,32003
QTS Suwanee,osm,34.036155,-84.059347,13135050224,13135
Vantage VA2,osm,38.997953,-77.430255,51107611601,51107
CenturyLink,osm,39.744048,-93.997376,29025950202,29025
CloudHQ LC3,osm,39.011212,-77.460425,51107611020,51107
STACK SVY02,osm,37.361934,-121.953731,06085505202,06085
Oso Grande,osm,35.092501,-106.653671,35001002700,35001
Windstream,osm,36.148501,-95.990514,40143002500,40143
PhoenixNAP,osm,33.416077,-112.009472,04013115200,04013
H5 Phoenix,osm,33.276999,-111.885891,04013811800,04013
XO Fremont,osm,37.475325,-121.922107,06001441503,06001
Liquid Web,osm,42.687953,-84.643042,26045020303,26045
StrongMind,osm,33.342608,-111.840962,04013422304,04013
AWS IAD105,osm,38.7476,-77.51948,51153901409,51153
AWS IAD104,osm,38.74837,-77.5207,51153901409,51153
AWS IAD106,osm,38.746979,-77.518524,51153901409,51153
OptimumHQ,osm,33.380415,-111.752668,04013422514,04013
Netrality,osm,41.872881,-87.63344,17031839000,17031
Dataverge,osm,40.657696,-74.004816,36047001802,36047
TierPoint,osm,36.15859,-95.988629,40143002500,40143
Microsoft,osm,37.362103,-121.946459,06085505202,06085
TierPoint,osm,38.62976,-90.196421,29510125600,29510
TierPoint,osm,47.671915,-117.095932,53063013203,53063
Microsoft,osm,29.47827,-98.690685,48029171912,48029
Microsoft,osm,29.481054,-98.69657,48029171912,48029
Microsoft,osm,47.239478,-119.883009,53025010500,53025
DRT LAX12,osm,33.915659,-118.384619,06037980013,06037
DRT LAX10,osm,34.04733,-118.25751,06037207712,06037
Microsoft,osm,41.540609,-93.824843,19049050812,19049
Microsoft,osm,47.239487,-119.88741,53025010500,53025
Microsoft,osm,47.237662,-119.887531,53025010500,53025
Microsoft,osm,47.237632,-119.883219,53025010500,53025
Microsoft,osm,47.236722,-119.883335,53025010500,53025
Microsoft,osm,47.236737,-119.887432,53025010500,53025
SAP COS02,osm,38.988916,-104.786329,08041007502,08041
TierPoint,osm,35.92451,-86.855687,47187050904,47187
Microsoft,osm,41.516741,-93.702513,19153011028,19153
Microsoft,osm,41.515835,-93.702492,19153011028,19153
Microsoft,osm,41.515818,-93.7063,19153011028,19153
Microsoft,osm,41.516706,-93.706326,19153011028,19153
Microsoft,osm,41.518501,-93.706333,19153011028,19153
Microsoft,osm,41.517611,-93.706324,19153011028,19153
Microsoft,osm,41.517642,-93.702499,19153011028,19153
Microsoft,osm,41.518537,-93.702521,19153011028,19153
Microsoft,osm,41.497856,-93.787059,19181020300,19181
Microsoft,osm,41.498901,-93.78707,19181020300,19181
Microsoft,osm,41.54065,-93.827877,19049050812,19049
Microsoft,osm,39.074787,-77.564129,51107610604,51107
Microsoft,osm,39.075508,-77.563035,51107610604,51107
Microsoft,osm,29.415797,-98.803316,48029172002,48029
Microsoft,osm,29.415796,-98.804515,48029172002,48029
Microsoft,osm,41.49683,-93.786996,19181020300,19181
Microsoft,osm,41.539814,-93.826314,19049050812,19049
Microsoft,osm,41.53967,-93.828665,19049050812,19049
Microsoft,osm,41.53499,-93.863444,19049050812,19049
Microsoft,osm,33.446303,-112.373887,04013061300,04013
Microsoft,osm,41.495806,-93.787055,19181020300,19181
Microsoft,osm,41.49475,-93.78702,19181020300,19181
Microsoft,osm,41.533916,-93.863439,19049050812,19049
Microsoft,osm,41.532837,-93.863462,19049050812,19049
Microsoft,osm,41.531814,-93.863443,19049050812,19049
Emailage,osm,33.302965,-111.840539,04013523102,04013
501 West,osm,40.315558,-74.668851,34021004314,34021
RIC1 DC1,osm,37.489234,-77.247476,51087201404,51087
RIC1 DC2,osm,37.488616,-77.24621,51087201404,51087
RIC1 DC3,osm,37.487858,-77.244826,51087201404,51087
OpenColo,osm,37.378829,-121.955926,06085505202,06085
Old Main,osm,44.668107,-74.980582,36089490800,36089
Switch12,osm,36.061739,-115.213292,32003002979,32003
Colovore,osm,37.376723,-121.953144,06085505202,06085
Fidelity,osm,41.165524,-96.083367,31153010623,31153
Centeris,osm,47.15907,-122.279564,53053071207,53053
EdgeCore,osm,33.344149,-111.619588,04013422647,04013
Novartis,osm,32.651201,-97.319673,48439106002,48439
DataBank,osm,45.143693,-93.387119,27053026812,27053
RIC2 DC1,osm,37.488174,-77.240062,51087201404,51087
RIC2 DC2,osm,37.487092,-77.240983,51087201404,51087
RIC2 DC3,osm,37.486066,-77.241891,51087201404,51087
RIC2 DC5,osm,37.484848,-77.242984,51087201404,51087
RIC2 DC6,osm,37.483901,-77.243764,51087201404,51087
RIC3 DC1,osm,37.480504,-77.251622,51087201404,51087
RIC3 DC2,osm,37.479727,-77.25221,51087201404,51087
RIC3 DC3,osm,37.47851,-77.252996,51087201404,51087
RIC3 DC5,osm,37.477015,-77.249693,51087201404,51087
RIC3 DC4,osm,37.477917,-77.248977,51087201404,51087
VIRTBIZ,osm,32.782546,-96.782815,48113020401,48113
Cologix,osm,45.879305,-72.546429,,
Comarch,osm,33.356679,-111.635236,04013422643,04013
Equinix,osm,39.013792,-77.453798,51107611006,51107
Compass,osm,43.601622,-79.528969,,
AZ Labs,osm,33.30628,-111.671722,04013522802,04013
Optimum,osm,40.546842,-74.492046,34023000702,34023
Equinix,osm,40.54492,-74.495359,34023000702,34023
SV Colo,osm,37.36428,-121.958788,06085505202,06085
Verizon,osm,36.144733,-115.077928,32003001610,32003
Verizon,osm,41.338343,-96.027802,31055007320,31055
Verizon,osm,41.338444,-96.028618,31055007320,31055
Equinix,osm,33.850752,-118.304081,06037292001,06037
Verizon,osm,39.589248,-104.877933,08005006815,08005
Comcast,osm,42.213902,-83.198214,26163581600,26163
Actapio,osm,47.407508,-120.214011,53017950300,53017
DLI ONE,osm,32.498205,-84.883624,13215010605,13215
Cologix,osm,45.480786,-73.769792,,
Verizon,osm,40.878246,-78.728788,42033331500,42033
Verizon,osm,40.544255,-74.496521,34023000702,34023
Aureon,osm,41.587993,-93.631014,19153005101,19153
Oracle,osm,45.543915,-122.896479,41067031617,41067
Carfax,osm,38.923517,-92.288606,29019001004,29019
Google,osm,41.221956,-95.864285,19155031300,19155
Google,osm,33.064272,-80.041453,45015020707,45015
Rogers,osm,43.826884,-79.343188,,
Google,osm,38.943205,-77.52433,51107611812,51107
PHX-10,osm,33.407946,-112.36483,04013061058,04013
Google,osm,36.056271,-115.008575,32003005112,32003
Google,osm,36.058816,-115.008802,32003005112,32003
Google,osm,34.913667,-85.747422,01071950200,01071
Google,osm,34.913641,-85.745924,01071950200,01071
Google,osm,32.442139,-97.062465,48139060802,48139
Google,osm,32.443564,-97.06331,48139060802,48139
Google,osm,36.62459,-87.261292,47125102010,47125
Google,osm,41.134992,-96.146711,31153010629,31153
E-Foam,osm,28.577942,-81.564549,12095017401,12095
Amazon,osm,37.389929,-121.965991,06085505010,06085
Google,osm,33.062184,-80.039651,45015020707,45015
Google,osm,33.062098,-80.041128,45015020707,45015
Google,osm,33.064311,-80.03845,45015020707,45015
Google,osm,33.066356,-80.038524,45015020707,45015
Google,osm,33.064165,-80.043604,45015020707,45015
Google,osm,33.062039,-80.044983,45015020707,45015
Google,osm,33.064442,-80.046058,45015020707,45015
Google,osm,41.177346,-95.804857,19155031900,19155
Google,osm,41.177239,-95.806318,19155031900,19155
Google,osm,41.177483,-95.803186,19155031900,19155
Google,osm,41.177489,-95.800922,19155031900,19155
Google,osm,41.175523,-95.806778,19155031900,19155
Google,osm,41.175525,-95.805639,19155031900,19155
Google,osm,41.175526,-95.804509,19155031900,19155
Google,osm,41.175528,-95.803375,19155031900,19155
Google,osm,41.175531,-95.802239,19155031900,19155
Google,osm,41.17553,-95.801106,19155031900,19155
Google,osm,41.175537,-95.799964,19155031900,19155
Google,osm,41.17264,-95.80403,19155031900,19155
Google,osm,41.172646,-95.802528,19155031900,19155
Google,osm,41.172556,-95.801127,19155031900,19155
PHX-11,osm,33.409031,-112.364827,04013061058,04013
Google,osm,36.624839,-87.26351,47125102010,47125
QScale,osm,46.676157,-71.325063,,
Google,osm,41.134919,-96.144082,31153010629,31153
Google,osm,41.134393,-96.155904,31153010629,31153
Google,osm,39.852077,-82.994836,39049009590,39049
Google,osm,38.776145,-77.582514,51153901421,51153
Google,osm,39.724042,-82.691112,39045032501,39045
Google,osm,38.774437,-77.585618,51153901421,51153
Google,osm,41.173626,-95.792188,19155031900,19155
Google,osm,41.173628,-95.788661,19155031900,19155
Google,osm,41.137908,-96.151432,31153010629,31153
Amazon,osm,29.450677,-98.638704,48029171926,48029
Google,osm,41.339139,-96.084657,31055007317,31055
Google,osm,41.341935,-96.087701,31055007317,31055
Google,osm,41.345193,-96.093519,31055007317,31055
Google,osm,32.539004,-96.793207,48139060206,48139
Google,osm,32.440104,-97.06092,48139060802,48139
Google,osm,38.779305,-77.586335,51153901421,51153
Google,osm,39.724114,-82.687551,39045032501,39045
Telus,osm,43.705005,-79.360532,,
Lumen,osm,33.494309,-112.070792,04013110502,04013
Lumen,osm,37.377585,-121.950682,06085505202,06085
AiNET,osm,39.05284,-76.925925,24033807408,24033
Apple,osm,44.289415,-120.875077,41013950301,41013
Lumen,osm,47.654226,-117.420001,53063003500,53063
Apple,osm,44.288936,-120.870177,41013950301,41013
Telus,osm,49.143207,-102.994495,,
Apple,osm,44.287277,-120.870216,41013950301,41013
Lumen,osm,37.062799,-113.544748,49053271703,49053
SEGRA,osm,35.180051,-80.92636,37119003805,37119
SPC3A,osm,36.624311,-87.259022,47125102010,47125
EAT14,osm,47.359497,-120.160091,53007961200,53007
EAT13,osm,47.358426,-120.159976,53007961200,53007
EAT12,osm,47.357433,-120.159546,53007961200,53007
Yahoo,osm,41.180499,-96.084906,31153010629,31153
Apple,osm,44.285756,-120.869922,41013950301,41013
Apple,osm,41.616852,-93.924397,19049050902,19049
SPC4A,osm,36.624063,-87.256912,47125102010,47125
e360,osm,37.971081,-122.043738,06013328000,06013
VAN4,osm,49.28355,-123.108711,,
